,Unnamed: 0,name,code,url,gasDayStart,inventory,sendOut,dtmi,dtrs,info,status,percentage Inventory to DTMI,percentage sendOut of DTRS
1313,1313,Italy,IT,IT,2022-08-11,2.432868,260.0,5.361056,560.2,[],E,45.38038774450407,46.41199571581577
1314,1314,Italy,IT,IT,2022-08-10,2.713936,260.0,5.361056,560.2,[],E,50.623160810109056,46.41199571581577
1315,1315,Italy,IT,IT,2022-08-09,2.993612,260.0,5.361056,560.2,[],E,55.8399688419595,46.41199571581577
1316,1316,Italy,IT,IT,2022-08-08,3.27294,260.0,5.361056,560.2,[],C,61.0502856153713,46.41199571581577
1317,1317,Italy,IT,IT,2022-08-07,2.440872,179.1,5.361056,560.2,[],E,45.529686688592705,31.970724741163863
1318,1318,Italy,IT,IT,2022-08-06,1.919684,220.5,5.361056,560.2,[],C,35.80794530032889,39.36094252052838
1319,1319,Italy,IT,IT,2022-08-05,2.175928,237.0,5.361056,560.2,[],C,40.58767526397784,42.30631917172438
1320,1320,Italy,IT,IT,2022-08-04,2.512908,250.8,5.361056,560.2,[],C,46.87337718539034,44.76972509817922
1321,1321,Italy,IT,IT,2022-08-03,2.962756,249.6,5.361056,560.2,[],C,55.26441059373378,44.55551588718315
1322,1322,Italy,IT,IT,2022-08-02,3.133044,250.9,5.361056,560.2,[],C,58.44079972303964,44.78757586576222
1323,1323,Italy,IT,IT,2022-08-01,3.256816,249.2,5.361056,560.2,[],C,60.74952397438117,44.484112816851116
1324,1324,Italy,IT,IT,2022-07-31,2.7086,232.3,5.361056,560.2,[],C,50.52362818071664,41.4673330953231
1325,1325,Italy,IT,IT,2022-07-30,2.146928,218.2,5.361056,560.2,[],C,40.04673706075818,38.95037486611923
1326,1326,Italy,IT,IT,2022-07-29,6.855716,323.7,5.361056,560.2,[],C,127.87995499394151,57.78293466619064
1327,1327,Italy,IT,IT,2022-07-28,2.472192,499.5,5.361056,560.2,[],C,46.113899948069935,89.16458407711531
1328,1328,Italy,IT,IT,2022-07-27,2.41802,537.8,5.361056,560.2,[],E,45.1034273844556,96.00142806140663
1329,1329,Italy,IT,IT,2022-07-26,2.413728,531.0,5.361056,560.2,[],C,45.023368530379095,94.78757586576222
1330,1330,Italy,IT,IT,2022-07-25,3.246724,536.0,5.361056,560.2,[],C,60.561277479660724,95.68011424491253
1331,1331,Italy,IT,IT,2022-07-24,3.070056,510.0,5.361056,560.2,[],C,57.265881945646534,91.03891467333095
1332,1332,Italy,IT,IT,2022-07-23,1.026368,401.2,5.361056,560.2,[],C,19.144884888350354,71.61727954302035
1333,1333,Italy,IT,IT,2022-07-22,1.754732,533.2,5.361056,560.2,[],C,32.73108880041544,95.18029275258836
1334,1334,Italy,IT,IT,2022-07-21,2.52764,531.8,5.361056,560.2,[],C,47.14817379262593,94.93038200642626
1335,1335,Italy,IT,IT,2022-07-20,2.589816,530.6,5.361056,560.2,[],C,48.30794530032889,94.7161727954302
1336,1336,Italy,IT,IT,2022-07-19,2.381248,516.3,5.361056,560.2,[],E,44.417517742773065,92.16351303106032
1337,1337,Italy,IT,IT,2022-07-18,3.135248,519.0,5.361056,560.2,[],C,58.48191102648433,92.6454837558015
1338,1338,Italy,IT,IT,2022-07-17,2.957768,525.1,5.361056,560.2,[],C,55.17136922278,93.73438057836486
1339,1339,Italy,IT,IT,2022-07-16,1.821316,525.3,5.361056,560.2,[],C,33.973082915007794,93.77008211353086
1340,1340,Italy,IT,IT,2022-07-15,1.706012,524.9,5.361056,560.2,[],C,31.82231261900641,93.69867904319885
1341,1341,Italy,IT,IT,2022-07-14,2.655124,524.3,5.361056,560.2,[],C,49.52613813397957,93.59157443770081
1342,1342,Italy,IT,IT,2022-07-13,2.646192,517.6,5.361056,560.2,[],C,49.35952916738792,92.3955730096394
1343,1343,Italy,IT,IT,2022-07-12,2.266988,506.6,5.361056,560.2,[],E,42.2862212220876,90.43198857550875
1344,1344,Italy,IT,IT,2022-07-11,3.043144,506.5,5.361056,560.2,[],C,56.76389129305868,90.41413780792573
1345,1345,Italy,IT,IT,2022-07-10,3.30716,503.1,5.361056,560.2,[],C,61.688592695170506,89.80721171010353
1346,1346,Italy,IT,IT,2022-07-09,2.234044,445.3,5.361056,560.2,[],C,41.67171542323005,79.48946804712602
1347,1347,Italy,IT,IT,2022-07-08,2.252488,483.9,5.361056,560.2,[],C,42.015752120477764,86.37986433416636
1348,1348,Italy,IT,IT,2022-07-07,3.13142,484.3,5.361056,560.2,[],C,58.41050718365934,86.4512674044984
1349,1349,Italy,IT,IT,2022-07-06,3.522688,517.5,5.361056,560.2,[],C,65.70884542149905,92.37772224205641
1350,1350,Italy,IT,IT,2022-07-05,3.109032,519.7,5.361056,560.2,[],C,57.99290289077377,92.77043912888254
1351,1351,Italy,IT,IT,2022-07-04,3.734272,478.5,5.361056,560.2,[],C,69.65553055218972,85.41592288468404
1352,1352,Italy,IT,IT,2022-07-03,3.974856,522.1,5.361056,560.2,[],C,74.14315388610005,93.19885755087468
1353,1353,Italy,IT,IT,2022-07-02,2.79908,496.8,5.361056,560.2,[],C,52.21135537476199,88.68261335237415
1354,1354,Italy,IT,IT,2022-07-01,2.601184,522.8,5.361056,560.2,[],C,48.519993075991,93.32381292395571
1355,1355,Italy,IT,IT,2022-06-30,3.10706,504.2,5.361056,560.2,[],C,57.95611909295483,90.00357015351659
1356,1356,Italy,IT,IT,2022-06-29,2.994888,494.6,5.361056,560.2,[],C,55.863770122901165,88.28989646554801
1357,1357,Italy,IT,IT,2022-06-28,3.09662,494.1,5.361056,560.2,[],C,57.76138133979575,88.20064262763299
1358,1358,Italy,IT,IT,2022-06-27,4.000724,489.6,5.361056,560.2,[],C,74.625670763372,87.39735808639772
1359,1359,Italy,IT,IT,2022-06-26,3.708636,456.0,5.361056,560.2,[],C,69.17734118054354,81.39950017850767
1360,1360,Italy,IT,IT,2022-06-25,3.113092,449.0,5.361056,560.2,[],C,58.068634239224515,80.14994644769725
1361,1361,Italy,IT,IT,2022-06-24,2.77066,424.2,5.361056,560.2,[],C,51.681235935606715,75.72295608711174
1362,1362,Italy,IT,IT,2022-06-23,3.233036,530.3,5.361056,560.2,[],C,60.305954647741046,94.66262049268117
1363,1363,Italy,IT,IT,2022-06-22,2.441916,529.8,5.361056,560.2,[],C,45.549160463908606,94.57336665476615
1364,1364,Italy,IT,IT,2022-06-21,3.401932,524.1,5.361056,560.2,[],C,63.456378743292376,93.55587290253482
1365,1365,Italy,IT,IT,2022-06-20,4.158832,533.9,5.361056,560.2,[],C,77.57486584732561,95.3052481256694
1366,1366,Italy,IT,IT,2022-06-19,3.69808,509.3,5.361056,560.2,[],C,68.98043967457158,90.9139593002499
1367,1367,Italy,IT,IT,2022-06-18,4.6255,520.4,5.361056,560.2,[],C,86.27964341353645,92.89539450196357
1368,1368,Italy,IT,IT,2022-06-17,3.748888,491.5,5.361056,560.2,[],C,69.92816340661243,87.73652267047483
1369,1369,Italy,IT,IT,2022-06-16,3.370496,490.1,5.361056,560.2,[],C,62.870001731002255,87.48661192431274
1370,1370,Italy,IT,IT,2022-06-15,2.378116,528.4,5.361056,560.2,[],C,44.359096416825345,94.32345590860406
1371,1371,Italy,IT,IT,2022-06-14,3.277116,439.8,5.361056,560.2,[],C,61.12818071663494,78.50767583006069
1372,1372,Italy,IT,IT,2022-06-13,4.141316,511.9,5.361056,560.2,[],C,77.24813917258092,91.37807925740806
1373,1373,Italy,IT,IT,2022-06-12,3.6772,533.1,5.361056,560.2,[],C,68.59096416825342,95.16244198500536
1374,1374,Italy,IT,IT,2022-06-11,3.85758,537.9,5.361056,560.2,[],C,71.95559979227973,96.01927882898963
1375,1375,Italy,IT,IT,2022-06-10,3.765244,519.9,5.361056,560.2,[],C,70.23325255322833,92.80614066404854
1376,1376,Italy,IT,IT,2022-06-09,1.891844,519.7,5.361056,560.2,[],E,35.28864462523802,92.77043912888254
1377,1377,Italy,IT,IT,2022-06-08,2.628096,519.8,5.361056,560.2,[],C,49.02198372857885,92.78828989646554
1378,1378,Italy,IT,IT,2022-06-07,3.214128,516.6,5.361056,560.2,[],C,59.953262939241824,92.21706533380934
1379,1379,Italy,IT,IT,2022-06-06,3.9295,447.1,5.361056,560.2,[],C,73.2971265362645,79.81078186362012
1380,1380,Italy,IT,IT,2022-06-05,3.405412,435.1,5.361056,560.2,[],C,63.52129132767873,77.66868975365941
1381,1381,Italy,IT,IT,2022-06-04,3.338944,435.7,5.361056,560.2,[],C,62.28146096589926,77.77579435915743
1382,1382,Italy,IT,IT,2022-06-03,3.845516,435.2,5.361056,560.2,[],C,71.73056949974035,77.6865405212424
1383,1383,Italy,IT,IT,2022-06-02,3.842732,414.1,5.361056,560.2,[],E,71.67863943223126,73.92002856122814
1384,1384,Italy,IT,IT,2022-06-01,3.366668,376.2,5.361056,560.2,[],C,62.79859788817726,67.15458764726883
1385,1385,Italy,IT,IT,2022-05-31,3.617924,379.7,5.361056,560.2,[],C,67.48528648087243,67.77936451267404
1386,1386,Italy,IT,IT,2022-05-30,3.79436,386.0,5.361056,560.2,[],C,70.77635450926087,68.90396287040342
1387,1387,Italy,IT,IT,2022-05-29,2.771704,392.2,5.361056,560.2,[],C,51.70070971092263,70.0107104605498
1388,1388,Italy,IT,IT,2022-05-28,3.2016,390.5,5.361056,560.2,[],C,59.719577635450925,69.70724741163869
1389,1389,Italy,IT,IT,2022-05-27,3.535796,391.2,5.361056,560.2,[],C,65.95334948935434,69.83220278471973
1390,1390,Italy,IT,IT,2022-05-26,2.552232,378.6,5.361056,560.2,[],C,47.606889388956205,67.58300606926097
1391,1391,Italy,IT,IT,2022-05-25,3.044884,376.6,5.361056,560.2,[],C,56.79634758525187,67.22599071760087
1392,1392,Italy,IT,IT,2022-05-24,3.618156,378.0,5.361056,560.2,[],C,67.48961398649818,67.47590146376294
1393,1393,Italy,IT,IT,2022-05-23,4.304296,392.1,5.361056,560.2,[],C,80.28821187467544,69.99285969296679
1394,1394,Italy,IT,IT,2022-05-22,3.5931,405.8,5.361056,560.2,[],C,67.0222433789164,72.43841485183863
1395,1395,Italy,IT,IT,2022-05-21,3.201948,325.2,5.361056,560.2,[],C,59.72606889388956,58.050696179935734
1396,1396,Italy,IT,IT,2022-05-20,3.771856,402.2,5.361056,560.2,[],C,70.35658646356241,71.7957872188504
1397,1397,Italy,IT,IT,2022-05-19,4.451384,401.8,5.361056,560.2,[],C,83.03185044140558,71.72438414851838
1398,1398,Italy,IT,IT,2022-05-18,3.130376,365.8,5.361056,560.2,[],C,58.39103340834344,65.2981078186362
1399,1399,Italy,IT,IT,2022-05-17,3.474548,366.3,5.361056,560.2,[],C,64.8108880041544,65.38736165655122
1400,1400,Italy,IT,IT,2022-05-16,3.112396,365.3,5.361056,560.2,[],C,58.05565172234724,65.20885398072117
1401,1401,Italy,IT,IT,2022-05-15,2.9896680000000004,403.0,5.361056,560.2,[],C,55.76640124632163,71.93859335951446
1402,1402,Italy,IT,IT,2022-05-14,3.505404,516.0,5.361056,560.2,[],C,65.38644625238014,92.10996072831131
1403,1403,Italy,IT,IT,2022-05-13,3.6337,492.7,5.361056,560.2,[],C,67.77955686342393,87.95073188147089
1404,1404,Italy,IT,IT,2022-05-12,3.216448,399.3,5.361056,560.2,[],C,59.9965379954994,71.27811495894323
1405,1405,Italy,IT,IT,2022-05-11,1.962952,343.0,5.361056,560.2,[],C,36.61502509953263,61.228132809710814
1406,1406,Italy,IT,IT,2022-05-10,2.284736,313.2,5.361056,560.2,[],C,42.61727540245803,55.908604069975
1407,1407,Italy,IT,IT,2022-05-09,2.82866,305.2,5.361056,560.2,[],C,52.76311234204605,54.48054266333452
1408,1408,Italy,IT,IT,2022-05-08,1.5012719999999997,319.2,5.361056,560.2,[],C,28.003288904275575,56.97965012495536
1409,1409,Italy,IT,IT,2022-05-07,2.062132,335.5,5.361056,560.2,[],C,38.46503375454389,59.88932524098536
1410,1410,Italy,IT,IT,2022-05-06,1.652884,333.8,5.361056,560.2,[],C,30.831313830707984,59.58586219207426
1411,1411,Italy,IT,IT,2022-05-05,1.675968,357.1,5.361056,560.2,[],C,31.261900640470834,63.74509103891467
1412,1412,Italy,IT,IT,2022-05-04,2.303528,362.4,5.361056,560.2,[],C,42.967803358144366,64.69118172081399
1413,1413,Italy,IT,IT,2022-05-03,1.748468,363.3,5.361056,560.2,[],C,32.614246148519996,64.85183862906105
1414,1414,Italy,IT,IT,2022-05-02,2.385888,396.3,5.361056,560.2,[],C,44.50406785528821,70.74259193145305
1415,1415,Italy,IT,IT,2022-05-01,2.804648,449.5,5.361056,560.2,[],C,52.31521550978017,80.23920028561228
1416,1416,Italy,IT,IT,2022-04-30,1.70404,518.0,5.361056,543.1,[],C,31.78552882118747,95.37838335481494
1417,1417,Italy,IT,IT,2022-04-29,2.43658,426.1,5.361056,543.1,[],C,45.44962783451619,78.45700607622905
1418,1418,Italy,IT,IT,2022-04-28,3.18768,506.4,5.361056,543.1,[],C,59.45992729790549,93.24249677775731
1419,1419,Italy,IT,IT,2022-04-27,3.713972,506.3,5.361056,543.1,[],C,69.27687380993596,93.22408396243786
1420,1420,Italy,IT,IT,2022-04-26,2.173376,528.8,5.361056,543.1,[],C,40.54007270209452,97.36696740931687
1421,1421,Italy,IT,IT,2022-04-25,2.355844,521.2,5.361056,543.1,[],C,43.94365587675264,95.96759344503775
1422,1422,Italy,IT,IT,2022-04-24,3.204848,494.6,5.361056,543.1,[],C,59.780162714211535,91.06978457006076
1423,1423,Italy,IT,IT,2022-04-23,2.011556,534.0,5.361056,543.1,[],E,37.52163752812879,98.32443380592892
1424,1424,Italy,IT,IT,2022-04-22,2.771008,535.2,5.361056,543.1,[],C,51.687727194045365,98.54538758976248
1425,1425,Italy,IT,IT,2022-04-21,2.898956,535.7,5.361056,543.1,[],C,54.07434654665052,98.6374516663598
1426,1426,Italy,IT,IT,2022-04-20,3.52524,455.7,5.361056,543.1,[],C,65.75644798338239,83.9071994107899
1427,1427,Italy,IT,IT,2022-04-19,3.068084,479.4,5.361056,543.1,[],C,57.22909814782759,88.27103664150248
1428,1428,Italy,IT,IT,2022-04-18,1.921192,454.3,5.361056,543.1,[],C,35.83607408689631,83.64941999631743
1429,1429,Italy,IT,IT,2022-04-17,0.61306,462.5,5.361056,543.1,[],C,11.435433616063703,85.15927085251334
1430,1430,Italy,IT,IT,2022-04-16,1.362768,436.7,5.361056,543.1,[],C,25.41976804569846,80.40876450009206
1431,1431,Italy,IT,IT,2022-04-15,2.114796,430.8,5.361056,543.1,[],C,39.447377531590796,79.32240839624379
1432,1432,Italy,IT,IT,2022-04-14,1.321472,430.6,5.361056,543.1,[],C,24.649472044313658,79.28558276560487
1433,1433,Italy,IT,IT,2022-04-13,2.080576,416.6,5.361056,543.1,[],C,38.80907045179159,76.70778862088014
1434,1434,Italy,IT,IT,2022-04-12,2.813812,385.9,5.361056,543.1,[],E,52.48615198199757,71.05505431780519
1435,1435,Italy,IT,IT,2022-04-11,2.824484,396.4,5.361056,543.1,[],C,52.685217240782414,72.98839992634873
1436,1436,Italy,IT,IT,2022-04-10,1.01326,331.4,5.361056,543.1,[],C,18.90038082049507,61.02006996869821
1437,1437,Italy,IT,IT,2022-04-09,1.194104,395.3,5.361056,543.1,[],C,22.273671455772895,72.78585895783465
1438,1438,Italy,IT,IT,2022-04-08,1.89892,395.7,5.361056,543.1,[],C,35.42063354682361,72.8595102191125
1439,1439,Italy,IT,IT,2022-04-07,2.600836,396.5,5.361056,543.1,[],C,48.51350181755237,73.0068127416682
1440,1440,Italy,IT,IT,2022-04-06,2.889212,395.4,5.361056,543.1,[],C,53.89259131036871,72.8042717731541
1441,1441,Italy,IT,IT,2022-04-05,2.439596,396.0,5.361056,543.1,[],C,45.50588540765103,72.91474866507089
1442,1442,Italy,IT,IT,2022-04-04,3.126548,370.5,5.361056,543.1,[],C,58.31962956551844,68.21948075860799
1443,1443,Italy,IT,IT,2022-04-03,1.621216,236.0,5.361056,543.1,[],C,30.24060931279211,43.45424415393113
1444,1444,Italy,IT,IT,2022-04-02,1.024744,235.3,5.361056,543.1,[],C,19.114592348970056,43.3253544466949
1445,1445,Italy,IT,IT,2022-04-01,1.446868,235.7,5.361056,543.1,[],C,26.98848883503549,43.39900570797274
1446,1446,Italy,IT,IT,2022-03-31,1.873864,237.2,5.361056,543.1,[],C,34.953262939241824,43.67519793776468
1447,1447,Italy,IT,IT,2022-03-30,2.157252,239.0,5.361056,543.1,[],C,40.23931106110439,44.006628613515005
1448,1448,Italy,IT,IT,2022-03-29,0.889488,376.4,5.361056,543.1,[],C,16.59165656915354,69.30583686245626
1449,1449,Italy,IT,IT,2022-03-28,1.554052,376.1,5.361056,543.1,[],C,28.987796434135365,69.2505984164979
1450,1450,Italy,IT,IT,2022-03-27,2.219196,288.7,5.361056,543.1,[],C,41.394755063181584,53.15779782728779
1451,1451,Italy,IT,IT,2022-03-26,1.158028,291.5,5.361056,543.1,[],C,21.600744330967633,53.67335665623274
1452,1452,Italy,IT,IT,2022-03-25,1.665992,362.9,5.361056,543.1,[],C,31.07581789856327,66.82010679432885
1453,1453,Italy,IT,IT,2022-03-24,2.305964,388.3,5.361056,543.1,[],C,43.01324216721482,71.49696188547229
1454,1454,Italy,IT,IT,2022-03-23,2.991408,396.8,5.361056,543.1,[],C,55.7988575385148,73.0620511876266
1455,1455,Italy,IT,IT,2022-03-22,2.52474,371.9,5.361056,543.1,[],C,47.094079972303966,68.47726017308045
1456,1456,Italy,IT,IT,2022-03-21,0.999572,397.0,5.361056,543.1,[],C,18.645057988575388,73.09887681826551
1457,1457,Italy,IT,IT,2022-03-20,1.703344,357.9,5.361056,514.5,[],C,31.772546304310197,69.56268221574344
1458,1458,Italy,IT,IT,2022-03-19,2.332412,357.8,5.361056,514.5,[],C,43.50657780855116,69.54324586977648
1459,1459,Italy,IT,IT,2022-03-18,1.488396,390.0,5.361056,514.5,[],C,27.76311234204605,75.80174927113703
1460,1460,Italy,IT,IT,2022-03-17,2.176044,395.0,5.361056,514.5,[],C,40.58983901679073,76.77356656948494
1461,1461,Italy,IT,IT,2022-03-16,2.871348,396.9,5.361056,514.5,[],C,53.559373377185395,77.14285714285714
1462,1462,Italy,IT,IT,2022-03-15,2.584596,371.8,5.361056,514.5,[],C,48.21057642374935,72.26433430515064
1463,1463,Italy,IT,IT,2022-03-14,0.843552,257.1,5.361056,514.5,[],C,15.734810455253593,49.97084548104957
1464,1464,Italy,IT,IT,2022-03-13,1.29862,319.7,5.361056,514.5,[],C,24.223212740176567,62.137998056365404
1465,1465,Italy,IT,IT,2022-03-12,1.861104,335.4,5.361056,514.5,[],C,34.71525012982517,65.18950437317784
1466,1466,Italy,IT,IT,2022-03-11,2.445744,396.6,5.361056,514.5,[],C,45.6205643067336,77.08454810495627
1467,1467,Italy,IT,IT,2022-03-10,3.141628,384.6,5.361056,514.5,[],C,58.60091743119267,74.75218658892129
1468,1468,Italy,IT,IT,2022-03-09,3.601916,392.5,5.361056,514.5,[],C,67.18668859269518,76.28765792031098
1469,1469,Italy,IT,IT,2022-03-08,2.948372,403.2,5.361056,514.5,[],C,54.99610524493682,78.36734693877551
1470,1470,Italy,IT,IT,2022-03-07,3.268416,415.1,5.361056,514.5,[],C,60.965899255669044,80.68027210884354
1471,1471,Italy,IT,IT,2022-03-06,1.765172,390.6,5.361056,514.5,[],C,32.925826553574524,75.91836734693878
1472,1472,Italy,IT,IT,2022-03-05,1.677012,369.0,5.361056,514.5,[],C,31.281374415786743,71.7201166180758
1473,1473,Italy,IT,IT,2022-03-04,2.324756,407.6,5.361056,514.5,[],C,43.36377012290116,79.22254616132167
1474,1474,Italy,IT,IT,2022-03-03,3.037112,409.5,5.361056,514.5,[],C,56.651376146789,79.59183673469387
1475,1475,Italy,IT,IT,2022-03-02,3.218536,415.2,5.361056,514.5,[],C,60.035485546131206,80.69970845481049
1476,1476,Italy,IT,IT,2022-03-01,2.780984,465.3,5.361056,514.5,[],C,51.87380993595292,90.43731778425656
1477,1477,Italy,IT,IT,2022-02-28,1.932096,405.8,5.361056,514.5,[],C,36.03946685130691,78.87269193391643
1478,1478,Italy,IT,IT,2022-02-27,1.833148,338.0,4.955056,514.5,[],C,36.99550519711583,65.69484936831876
1479,1479,Italy,IT,IT,2022-02-26,0.990292,337.0,4.955056,514.5,[],C,19.985485532353216,65.50048590864918
1480,1480,Italy,IT,IT,2022-02-25,1.599292,427.5,4.955056,514.5,[],C,32.27596216874239,83.09037900874635
1481,1481,Italy,IT,IT,2022-02-24,2.359092,432.8,4.955056,514.5,[],C,47.60979492461841,84.12050534499514
1482,1482,Italy,IT,IT,2022-02-23,1.395364,437.7,4.955056,514.5,[],C,28.160408277928646,85.07288629737609
1483,1483,Italy,IT,IT,2022-02-22,2.15876,446.1,4.955056,514.5,[],C,43.56681337203858,86.70553935860059
1484,1484,Italy,IT,IT,2022-02-21,2.934452,484.2,4.955056,514.5,[],C,59.22136904204513,94.11078717201165
1485,1485,Italy,IT,IT,2022-02-20,3.13838,423.4,4.955056,514.5,[],C,63.33692293285888,82.29348882410108
1486,1486,Italy,IT,IT,2022-02-19,2.468712,442.4,4.955056,514.5,[],C,49.82208071916846,85.98639455782312
1487,1487,Italy,IT,IT,2022-02-18,3.072724,479.5,4.955056,514.5,[],C,62.011892499297694,93.19727891156462
1488,1488,Italy,IT,IT,2022-02-17,3.119472,424.7,4.955056,514.5,[],C,62.95533289633861,82.54616132167152
1489,1489,Italy,IT,IT,2022-02-16,3.772088,370.2,4.955056,514.5,[],C,76.12604176421014,71.9533527696793
1490,1490,Italy,IT,IT,2022-02-15,1.953324,304.8,4.955056,514.5,[],C,39.42082592002997,59.24198250728864
1491,1491,Italy,IT,IT,2022-02-14,1.18436,187.1,4.955056,514.5,[],C,23.9020507538159,36.36540330417881
1492,1492,Italy,IT,IT,2022-02-13,1.254656,179.2,4.955056,514.5,[],C,25.32072291413054,34.82993197278911
1493,1493,Italy,IT,IT,2022-02-12,1.569016,222.7,4.955056,514.5,[],C,31.664949901676188,43.284742468415935
1494,1494,Italy,IT,IT,2022-02-11,1.952164,361.2,4.955056,514.5,[],C,39.39741548834161,70.20408163265306
1495,1495,Italy,IT,IT,2022-02-10,2.5839,395.3,4.955056,514.5,[],C,52.14673658582264,76.83187560738581
1496,1496,Italy,IT,IT,2022-02-09,3.27642,332.9,4.955056,514.5,[],C,66.12276430377376,64.70359572400388
1497,1497,Italy,IT,IT,2022-02-08,2.226736,261.8,4.955056,514.5,[],C,44.93866466897649,50.884353741496604
1498,1498,Italy,IT,IT,2022-02-07,0.855964,403.6,4.955056,514.5,[],C,17.27455754284109,78.44509232264335
1499,1499,Italy,IT,IT,2022-02-06,1.538856,332.5,4.955056,514.5,[],C,31.05627867777882,64.62585034013605
1500,1500,Lithuania,LT,LT,2022-12-02,0.498916,79.7,1.934068,122.4,[],E,25.796197444970915,65.11437908496733
1501,1501,Lithuania,LT,LT,2022-12-01,0.498916,79.7,1.934068,122.4,[],C,25.796197444970915,65.11437908496733
1502,1502,Lithuania,LT,LT,2022-11-30,0.64032,79.7,1.934068,122.4,[],C,33.10741918071133,65.11437908496733
1503,1503,Lithuania,LT,LT,2022-11-29,0.780564,79.8,1.934068,122.4,[],C,40.358663707791045,65.19607843137254
1504,1504,Lithuania,LT,LT,2022-11-28,0.926608,84.5,1.934068,122.4,[],C,47.909794278174296,69.0359477124183
1505,1505,Lithuania,LT,LT,2022-11-27,1.071956,83.0,1.934068,122.4,[],C,55.42493852336112,67.81045751633987
1506,1506,Lithuania,LT,LT,2022-11-26,1.214288,80.5,1.934068,122.4,[],C,62.78414202603011,65.76797385620915
1507,1507,Lithuania,LT,LT,2022-11-25,1.373208,90.7,1.934068,122.4,[],C,71.00101961254724,74.10130718954248
1508,1508,Lithuania,LT,LT,2022-11-24,1.576788,115.6,1.934068,122.4,[],C,81.52701973250166,94.44444444444443
1509,1509,Lithuania,LT,LT,2022-11-23,1.572728,117.7,1.934068,122.4,[],C,81.31709950218917,96.16013071895425
1510,1510,Lithuania,LT,LT,2022-11-22,0.271904,117.8,1.934068,122.4,[],C,14.058657710070174,96.24183006535947
1511,1511,Lithuania,LT,LT,2022-11-21,0.475136,112.8,1.934068,122.4,[],C,24.56666466742638,92.15686274509804
1512,1512,Lithuania,LT,LT,2022-11-20,0.672104,110.2,1.934068,122.4,[],C,34.75079469801476,90.0326797385621
1513,1513,Lithuania,LT,LT,2022-11-19,0.87116,111.2,1.934068,122.4,[],C,45.04288370419241,90.84967320261438
1514,1514,Lithuania,LT,LT,2022-11-18,1.081236,118.1,1.934068,122.4,[],C,55.9047561926468,96.48692810457516
1515,1515,Lithuania,LT,LT,2022-11-17,1.29398,118.2,1.934068,122.4,[],C,66.90457626102081,96.56862745098039
1516,1516,Lithuania,LT,LT,2022-11-16,1.29398,118.0,1.934068,122.4,[],C,66.90457626102081,96.40522875816993
1517,1517,Lithuania,LT,LT,2022-11-15,1.679796,96.5,1.934068,122.4,[],C,86.85299586157261,78.83986928104575
1518,1518,Lithuania,LT,LT,2022-11-14,1.428308,111.9,1.934068,122.4,[],C,73.8499370239309,91.42156862745098
1519,1519,Lithuania,LT,LT,2022-11-13,0.330368,107.5,1.934068,122.4,[],C,17.081509026569904,87.82679738562092
1520,1520,Lithuania,LT,LT,2022-11-12,0.526872,111.6,1.934068,122.4,[],C,27.241648173694,91.17647058823528
1521,1521,Lithuania,LT,LT,2022-11-11,0.733004,117.5,1.934068,122.4,[],C,37.89959815270198,95.99673202614379
1522,1522,Lithuania,LT,LT,2022-11-10,0.936816,116.8,1.934068,122.4,[],C,48.437593714388534,95.42483660130718
1523,1523,Lithuania,LT,LT,2022-11-09,1.146776,119.5,1.934068,122.4,[],C,59.29346848197685,97.63071895424837
1524,1524,Lithuania,LT,LT,2022-11-08,1.358012,119.5,1.934068,122.4,[],C,70.21531817909195,97.63071895424837
1525,1525,Lithuania,LT,LT,2022-11-07,0.85782,119.7,1.934068,122.4,[],C,44.353145804594256,97.79411764705883
1526,1526,Lithuania,LT,LT,2022-11-06,0.122032,86.5,1.934068,122.4,[],C,6.30960235110658,70.66993464052287
1527,1527,Lithuania,LT,LT,2022-11-05,0.259376,76.1,1.934068,122.4,[],C,13.410903856534517,62.17320261437907
1528,1528,Lithuania,LT,LT,2022-11-04,0.404724,81.1,1.934068,122.4,[],C,20.926048101721346,66.25816993464052
1529,1529,Lithuania,LT,LT,2022-11-03,0.584524,99.9,1.934068,122.4,[],C,30.222515444131233,81.61764705882352
1530,1530,Lithuania,LT,LT,2022-11-02,0.779984,108.4,1.934068,122.4,[],C,40.32867510346069,88.56209150326796
1531,1531,Lithuania,LT,LT,2022-11-01,0.980548,110.8,1.934068,122.4,[],C,50.69873448089726,90.52287581699345
1532,1532,Lithuania,LT,LT,2022-10-31,1.1774,109.9,1.934068,122.4,[],C,60.876866790619566,89.7875816993464
1533,1533,Lithuania,LT,LT,2022-10-30,1.398264,109.4,1.934068,122.4,[],C,72.29652731961855,89.37908496732027
1534,1534,Lithuania,LT,LT,2022-10-29,1.603584,113.3,1.934068,122.4,[],C,82.91249325256402,92.56535947712418
1535,1535,Lithuania,LT,LT,2022-10-28,1.801016,109.0,1.934068,122.4,[],C,93.12061416661669,89.05228758169935
1536,1536,Lithuania,LT,LT,2022-10-27,1.281452,107.9,1.934068,122.4,[],C,66.25682240748516,88.15359477124183
1537,1537,Lithuania,LT,LT,2022-10-26,0.383148,105.4,1.934068,122.4,[],C,19.81047202063216,86.11111111111111
1538,1538,Lithuania,LT,LT,2022-10-25,0.5829,110.3,1.934068,122.4,[],C,30.13854735200624,90.11437908496731
